review,sentiment
who would play this your parents would probably enjoy this kids everyone everyone except kids casual players pro players people who plan to take one game and make it their life graphics potato really bad bad bad but playable ok good beautiful masterpiece price free buy now worth the price wait for sale maybe if you have some spare money left do not buy it do not throw money into a trash can specs recommended s pc minimum medium i have a medium and it works great high end nasa computer difficulty you just need arms easy easy to learn hard to master average depends on the difficulty set not recommended for beginners hard dark souls only the best of the best can complete this game grind nothing only if you care about leaderboardsranks isnt necessary to progress average grind level a bit grindysometimes go back to the last village and shoot some more scarecrows practically a full time job story only gameplay doesnt include a story there is a story but most of the game is focused on gameplay better than nothing i suppose average decent amazing fantastic bugs game itself is one big bug bugs destroying the game lot of bugs few bugs you can use them for speedrun nothing ive seen yet play time long enough for a cup of tea short not too short depends on you long very long endless how it feels to play better than mobile one long tedious grind fun at first but gets old quick consistently fun cant stop playing even though i should be finished verdict of your princess love it hate it dont know yet,1
not enough v qs servers would not buy again,0
it will always have me covered,1
played with grown men for hours,1
shit game,0
gud,1
nostalgia,1
liuks,1
retro good job the servers are still active as they are,1
shit,0
flashback,1
good game,1
yhewsrdytrfyrfdhyrthfyg,1
all my childhood in one game,1
man best game and is nostalgic,1
better than csgo,1
best cs,1
best juego,1
most nostalgic schmup,1
k hodin a zec mi kar,1
favourite game,1
goat,1
i hope the game gets a remake or atleast a remaster so we can see the ts butts clearly,1
where it all started,1
og,1
all those moments will be lost in time like tears in rain time to die best memories and childhood with that game hope to get travel machine having ms ping and playing all of different modes,1
yea,1
my loved game i love you cs,1
i like counter strike because i go back in time when i started playing in i was years old and since then its been a pleasure to play,1
the father of all cs games good until today but in my opinion not the best counterstrike graphics you forget what reality is beautiful good decent bad dont look too long at it msdos gameplay very good good its just gameplay mehh watch paint dry instead just dont audio eargasm very good good not too bad bad im now deaf audience kids teens adults grandma pc requirements check if you can run paint potato decent fast rich boi ask nasa if they have a spare computer game size floppy disk old fashioned workable big will eat of your tb hard drive you will want an entire hard drive to hold it you will need to invest in a black hole to hold all the data difficulty just press w easy easy to learn hard to master significant brain usage difficult dark souls grind nothing to grind only if u care about leaderboardsranks isnt necessary to progress average grind level too much grind youll need a second life for grinding story no story some lore average good lovely itll replace your life game time long enough for a cup of coffee short average long to infinity and beyond price its free worth the price if its on sale if u have some spare money left not recommended you could also just burn your money bugs never heard of minor bugs can get annoying ark survival evolved the game itself is a big terrarium for bugs would click again,1
more fun than most games for some reason,1
greatest fps of all time,1
jossssssssssssssssss,1
counterstrike,1
may,1
door stuck door stuck,1
my childhood game play with friend when i was a kid with no responsibility,1
classic best game,1
since counterstrike has been released i just got some skins etc so during the summer sale i just sold some skins to buy counterstrike complete and forget about counterstrike promise me guys sold some skins buy counterstrike complete and you will not regret it,1
hate trilogy,0
my gambling addict friend said if i get likes and rewards on this review he will buy me vodka and beer so i will leave this here,1
first but not the best game in series good memories though,1
its a very fun game,1
who needs to deal with cheaters and optimization issues when you have,1
childhood,1
i love terrorism,1
mvp,1
counterstrike steam steam,1
here you will see why i love counterstrike but in my review you will read about why i gave it a negative review due to some problems i love counterstrike i love the feel of counterstrikes guns more than counterstrike global offensive now i remember back in when i first played counterstrike it had directx support and now with valve pushing linux support and removing directx from the gold source engine video games adding opengl support to the gold source engine video games i keep getting opengl errors every now and then and some freezing issues which i do not remember ever happening with directx here is a screenshot of one of the few opengl errors i experience here and there followed by freezing of the video games that use opengl before crashing httpscdndiscordappcomattachmentsopenglerrorsonvideogamesthatuseopenglonwindowspng valve please add directx support or at least a more up to date version of directx support which supports bit which is directx c i believe otherwise i can not give counterstrike a positive review due to these technical issues which i can not seem to fix even if i reinstall windows or counterstrike also valve please release counterstrike with counterstrike condition zero counterstrike source included for sale on gogcom you have said with the source engine that video game developers developing video games on the source engine can release the video games that they develop for sale on gogcom please,0
mk,0
old but gold,1
good,1
za best game is za world,1
legendary game,1
they made paris into a game,1
better than counterstrike,1
nice game,1
cs xd,1
lol,1
best cs game,0
my gambling addict friend said if i post a review and it gets likes and awards that he will buy me a case of beer some vodka and kg of lemon so im just gon na leave this here,1
we cant play with bots and theres barerely any online asia server,0
fain joc,1
i have played this game as a child downloaded from the internet but if you appreciate this masterpiece purchase and enjoy,1
nostlgico e inolvidable,1
having a problem with playing starts with black screen cant continue playing help,1
bad hvh gameme,0
god,1
i spend half of my life with cs best memories,1
source better,1
used to play this at lan parties at school way back in time flies sure doesnt it its a sweet game with so much to it,1
amazing,1
classic,1
the glory days are long since passed youll just get vote kicked after dying once by a guy hiding in smoke by some weird boomers who dont remember what its like to be new at a game,0
yes,1
the game,1
in i would have recomended this game but sadly it has degenerated beyond recognition its sad to see such a great game fall you need only join a server once to see that cs is no more get cs cz or cs source as theyre better choices these days,0
best game you will play,1
good,1
sax,1
good game,1
cool,1
verry good game,1
stara ekipa public d,1
the start of an era of super online addiction,1
yes,1
still the best counter strike game,1
the best,1
absolute masterpiece keeps luring back even after years different game modes which require lots of precision and practice the best game ever really,1
valve removed bots include cpu players bots and botadd are missing rip counter strike,1
best fps out there,1
i thought i would receive comfy nostalgia with a small but nice community instead i got a bunch of shittalking mexicans its not like you think it would be,0
yes,1
kidae,1
this game has its ups and downs but i cant stand playing it because of this damn resolution damn i suggest getting css or csgo counter strike original is good but there are no active servers if youre buying this game you should also go get a subscribtion for esea as well,0
its a good agme would recamend,1
accidentally left it running,1
nostalgia,1
pretty cool to see how much the counterstrike franchise has evolved,1
yes,1
fuck this game,0
niceeeeeeeeee,1
the the most legendary cs of all time getting swore at in different languages seeing a guy afk at ct spawn on dust ah yes the best times,1
gsjiendurjdnbskwkwkndndnsnxjcncnsnsbwpwpriyypalkajsndms,1
good game,1
good game,1
erhem,1
a wise man once said door stuck door stuck,1
vgh,1
i like the team based goal based combat i dislike the manoamano deathmatch attitude some folks bring to this game its a team sport twitch skills are important but so also is strategic planning and cooperation something sadly lacking in the gaming community in general,1
fun game,1
classic,1
mb,1
too much shooting,0
yeah cs is coming but dont forget the og a mod for the first halflife that was so good it became its own standalone game with a nice variety of maps and weapons the gunplay still holds up and so does the overall pacing of the matches,1
cantar straik,1
awesome,1
best game for ever,1
goood,1
thx for updating now i cant fix my poor default config,0
good game,1
the timeless classic counterstrike counterstrike is the granddaddy of multiplayer fps games and boy does it deliver as the game that set the gold standard for teambased tactical shooters its where countless gamers including myself cut their teeth i grew up playing counterstrike and those memories are some of my fondest gaming moments from the thrilling rush of defusing bombs to the intense rescue missions every round is packed with adrenaline the camaraderie and occasional friendly rage with friends made it an unforgettable experience whether youre strategizing with your team or cursing out that one guy who always seems to have the perfect aim counterstrike is a blast from start to finish its not just a game its a legend that defined an era of online gaming generated with ai and,1
the best,1
cant cpu bot addhow to play offline,0
aint really my taste it doesnt feel like i am even shooting or anything the crouching is weird too css is better i know i may have upset most people lol and i know this game is old i expected it to be bad,0
old but gold,1
legenda cs,1
its disappointing that the game doesnt have a bot menu so i can play with bots,1
nice,1
still on my top list of favourite games,1
do not buy this game it dosnt let u play on other servers,0
goldsrc good game,1
the best game ever,1
just play it for the kz,1
this game is the reason why classic games never die they always have an active playerbase even though the player count is decreasing so many interesting things you can do in this game it is very fun when you play with friends also many mods to choose from zombie surf jailbreak knife almost everything no wonder why it isnt dead,1
best clasic game ever,1
csgo mais voce joga em uma calculadora,1
i want to bring to your attention that there are people attempting to scam you out of your steam points the following comment is a copyandpaste from multiple reviews on steam these individuals use this tactic to manipulate you into giving them steam points using appeals to your compassion but in reality it is all lies and deceit i am a year old father probably one of the oldest people playing this game i am a single father to my son who is now my son recently started dinkum and in less than a week he had already played for over hours this was terrible for me as it was already hard enough for me to spend time with my son as he is always out with his friends or just watching videos on tiktok so i decided to make a steam account and get this game to see if i could maybe play alongside him i loaded into the game did the tutorial but i was stuck on what you where supposed to do i asked my son for help and he hosted a game for me to join i loved it as it was the best time i had spent with my son since my wife had died this game has ever since brought my son and i closer again and now we actually spend time together outside the house as well this game reminded me that theres fun to be had in everything and it has brought both me and my son many happy memories please help spread the word by liking this review so that more people can become aware of this issue thank you,1
